0,11,5,(((1004.01, 9677.98), (1024.01, 9677.98), (1024.01, 9657.98), (1004.01, 9657.98), (1004.01, 9677.98)))
9,12,5,(((6038.4, 13301.9), (6038.4, 13282.7), (6029.87, 13282.7), (6029.87, 13301.9), (6038.4, 13301.9)))
9,28,49,(((6284.67, 14212.8), (6304.67, 14212.8), (6304.67, 14192.8), (6284.67, 14192.8), (6284.67, 14212.8)))
9,42,49,(((6284.67, 14212.8), (6304.67, 14212.8), (6304.67, 14192.8), (6284.67, 14192.8), (6284.67, 14212.8)))
9,31,13,(((1655.34, 7760.17), (1675.34, 7760.17), (1675.34, 7740.17), (1655.34, 7740.17), (1655.34, 7760.17)))
10,15,46,(((6312.21, 12490.6), (6332.21, 12490.6), (6332.21, 12470.6), (6312.21, 12470.6), (6312.21, 12490.6)))
10,30,1,(((3231.73, 15304.1), (3251.73, 15304.1), (3251.73, 15284.1), (3231.73, 15284.1), (3231.73, 15304.1)))
10,46,31,(((6090.7, 14441.5), (6110.7, 14441.5), (6110.7, 14421.5), (6090.7, 14421.5), (6090.7, 14441.5)))
10,28,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,12,22,(((3618.51, 14488.2), (3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2)))
10,21,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,31,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,40,18,(((6561.84, 13388.9), (6581.84, 13388.9), (6581.84, 13368.9), (6561.84, 13368.9), (6561.84, 13388.9)))
10,42,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,5,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,8,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,9,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,10,40,(((6057.42, 14220.5), (6077.42, 14220.5), (6077.42, 14200.5), (6057.42, 14200.5), (6057.42, 14220.5)))
10,11,40,(((6067.75, 14200.5), (6067.75, 14201), (6077.42, 14201), (6077.42, 14200.5), (6067.75, 14200.5)))
10,22,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,25,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,33,1,(((3231.73, 15304.1), (3251.73, 15304.1), (3251.73, 15284.1), (3231.73, 15284.1), (3231.73, 15304.1)))
10,38,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,39,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,47,27,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
10,48,44,(((4794.93, 14691.4), (4814.93, 14691.4), (4814.93, 14671.4), (4794.93, 14671.4), (4794.93, 14691.4)))
10,26,18,(((6561.84, 13388.9), (6581.84, 13388.9), (6581.84, 13368.9), (6561.84, 13368.9), (6561.84, 13388.9)))
10,32,49,(((7225.22, 9848.54), (7245.22, 9848.54), (7245.22, 9828.54), (7225.22, 9828.54), (7225.22, 9848.54)))
10,48,29,(((3618.51, 15190), (3638.51, 15190), (3638.51, 15170), (3618.51, 15170), (3618.51, 15190)))
10,12,40,(((6067.75, 14200.5), (6067.75, 14201), (6077.42, 14201), (6077.42, 14200.5), (6067.75, 14200.5)))
10,15,18,(((6561.84, 13388.9), (6581.84, 13388.9), (6581.84, 13368.9), (6561.84, 13368.9), (6561.84, 13388.9)))
10,21,18,(((6561.84, 13388.9), (6581.84, 13388.9), (6581.84, 13368.9), (6561.84, 13368.9), (6561.84, 13388.9)))
10,27,9,(((222.987, 12854.2), (242.987, 12854.2), (242.987, 12834.2), (222.987, 12834.2), (222.987, 12854.2)))
10,38,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,40,12,(((11823, 5418.06), (11843, 5418.06), (11843, 5398.06), (11823, 5398.06), (11823, 5418.06)))
10,45,18,(((6561.84, 13388.9), (6581.84, 13388.9), (6581.84, 13368.9), (6561.84, 13368.9), (6561.84, 13388.9)))
10,8,14,(((307.344, 14828.5), (327.344, 14828.5), (327.344, 14808.5), (307.344, 14808.5), (307.344, 14828.5)))
10,32,10,(((7609.71, 10846.5), (7629.71, 10846.5), (7629.71, 10826.5), (7609.71, 10826.5), (7609.71, 10846.5)))
11,2,18,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,24,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,25,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,33,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,35,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,40,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,18,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,24,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,25,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,33,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,35,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,31,40,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,38,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,38,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,47,46,(((6961.82, 10650), (6981.82, 10650), (6981.82, 10630), (6961.82, 10630), (6961.82, 10650)))
11,43,49,(((4696.8, 14652.8), (4716.8, 14652.8), (4716.8, 14632.8), (4696.8, 14632.8), (4696.8, 14652.8)))
11,44,23,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,44,38,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,7,23,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,7,38,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,30,21,(((8957.71, 11357.3), (8977.71, 11357.3), (8977.71, 11337.3), (8957.71, 11337.3), (8957.71, 11357.3)))
11,6,23,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,6,38,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,12,12,(((3618.51, 14488.2), (3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2)))
11,12,15,(((3618.51, 14488.2), (3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2)))
11,18,18,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,18,24,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,18,25,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,18,33,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,18,35,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,18,40,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,34,49,(((4696.8, 14652.8), (4716.8, 14652.8), (4716.8, 14632.8), (4696.8, 14632.8), (4696.8, 14652.8)))
11,39,46,(((6961.82, 10650), (6981.82, 10650), (6981.82, 10630), (6961.82, 10630), (6961.82, 10650)))
11,12,1,(((3231.16, 14253.1), (3251.16, 14253.1), (3251.16, 14233.1), (3231.16, 14233.1), (3231.16, 14253.1)))
11,44,8,(((4375.44, 8291.81), (4395.44, 8291.81), (4395.44, 8271.81), (4375.44, 8271.81), (4375.44, 8291.81)))
11,0,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,0,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,4,19,(((3733.86, 14151.7), (3753.86, 14151.7), (3753.86, 14131.7), (3733.86, 14131.7), (3733.86, 14151.7)))
11,5,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,7,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,7,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,8,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,9,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,12,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,12,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,16,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,16,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,18,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,18,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,20,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,20,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,21,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,21,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,22,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,25,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,28,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,28,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,32,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,32,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,36,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,36,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,37,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,37,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,38,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,39,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,40,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,40,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,44,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,44,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,46,14,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,46,37,(((3618.51, 14720.3), (3638.51, 14720.3), (3638.51, 14700.3), (3618.51, 14700.3), (3618.51, 14720.3)))
11,47,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,1,48,(((8516.98, 7948.98), (8536.98, 7948.98), (8536.98, 7928.98), (8516.98, 7928.98), (8516.98, 7948.98)))
11,5,48,(((8516.98, 7948.98), (8536.98, 7948.98), (8536.98, 7928.98), (8516.98, 7928.98), (8516.98, 7948.98)))
11,11,1,(((3231.16, 14253.1), (3251.16, 14253.1), (3251.16, 14233.1), (3231.16, 14233.1), (3231.16, 14253.1)))
11,23,16,(((4194.67, 14788.2), (4214.67, 14788.2), (4214.67, 14768.2), (4194.67, 14768.2), (4194.67, 14788.2)))
11,39,47,(((4281.9, 8997.41), (4301.9, 8997.41), (4301.9, 8977.41), (4281.9, 8977.41), (4281.9, 8997.41)))
11,2,18,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,24,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,25,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,33,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,35,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,2,40,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,6,2,(((4458.07, 9852.36), (4478.07, 9852.36), (4478.07, 9832.36), (4458.07, 9832.36), (4458.07, 9852.36)))
11,16,2,(((4458.07, 9852.36), (4478.07, 9852.36), (4478.07, 9832.36), (4458.07, 9832.36), (4458.07, 9852.36)))
11,41,20,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,41,28,(((3618.51, 14066.9), (3638.51, 14066.9), (3638.51, 14046.9), (3618.51, 14046.9), (3618.51, 14066.9)))
11,48,18,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,48,24,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,48,25,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,48,33,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,48,35,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,48,40,(((6251.96, 9880.79), (6271.96, 9880.79), (6271.96, 9860.79), (6251.96, 9860.79), (6251.96, 9880.79)))
11,36,23,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,36,38,(((4433.4, 2076.74), (4453.4, 2076.74), (4453.4, 2056.74), (4433.4, 2056.74), (4433.4, 2076.74)))
11,22,12,(((3618.51, 14488.2), (3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2)))
11,22,15,(((3618.51, 14488.2), (3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2)))
11,27,7,(((3618.51, 14952), (3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952)))
11,0,12,(((3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2), (3638.51, 14488.2)))
11,0,15,(((3638.51, 14488.2), (3638.51, 14468.2), (3618.51, 14468.2), (3618.51, 14488.2), (3638.51, 14488.2)))
11,0,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,1,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,2,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,5,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,6,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,8,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,9,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
11,10,7,(((3638.51, 14952), (3638.51, 14932), (3618.51, 14932), (3618.51, 14952), (3638.51, 14952)))
